p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,800,200,100,16.0,59.96,16.36,11.29
64,800,200,100,16.0,60.08,16.36,11.29
64,800,200,100,16.0,60.61,16.36,11.29
64,800,200,100,16.0,59.71,16.36,11.29
64,800,200,100,16.0,61.18,16.36,11.29
