64,2.012030
1000,2.012206
64,2.162045
1000,2.162197
64,2.262010
1000,2.262215
64,2.312045
1000,2.312197
64,2.362031
1000,2.362231
64,2.462045
1000,2.462197
64,2.512022
1000,2.512222
64,2.662013
1000,2.662213
64,2.862023
1000,2.862224
64,3.012014
1000,3.012221
64,3.262028
1000,3.262228
64,3.412019
1000,3.412219
64,3.612029
1000,3.612205
64,3.712037
1000,3.712213
64,3.962045
1000,3.962197
64,4.012034
1000,4.012234
64,4.162025
1000,4.162225
64,4.212029
1000,4.212205
64,4.462037
1000,4.462213
64,4.712045
1000,4.712197
64,4.912031
1000,4.912231
64,4.962010
1000,4.962210
64,5.162045
1000,5.162221
64,5.212013
1000,5.212213
64,5.412023
1000,5.412224
64,5.512037
1000,5.512213
64,5.712010
1000,5.712212
64,5.862032
1000,5.862208
64,6.112037
1000,6.112213
64,6.262037
1000,6.262213
64,6.362024
1000,6.362200
64,6.412037
1000,6.412213
64,6.662045
1000,6.662197
64,6.712025
1000,6.712225
64,6.912029
1000,6.912205
64,7.012037
1000,7.012213
64,7.112030
1000,7.112206
64,7.262045
1000,7.262197
64,7.412045
1000,7.412197
64,7.512010
1000,7.512210
64,7.562045
1000,7.562197
64,7.712045
1000,7.712221
64,7.962023
1000,7.962224
64,8.012027
1000,8.012203
64,8.112014
1000,8.112221
64,8.312045
1000,8.312197
64,8.412032
1000,8.412208
64,8.662037
1000,8.662213
64,8.762033
1000,8.762209
64,8.912024
1000,8.912200
64,8.962037
1000,8.962213
64,9.162010
1000,9.162210
64,9.412016
1000,9.412216
64,9.512039
1000,9.512215
64,9.712037
1000,9.712213
64,9.812045
1000,9.812197
64,9.862037
1000,9.862213
64,10.062010
1000,10.062210
64,10.212029
1000,10.212205
64,10.362029
1000,10.362205
64,10.462037
1000,10.462213
64,10.662014
1000,10.662221
64,10.912028
1000,10.912228
64,11.162042
1000,11.162218
64,11.262029
1000,11.262205
64,11.462024
1000,11.462200
64,11.612045
1000,11.612197
64,11.712010
1000,11.712210
64,11.912045
1000,11.912221
64,12.112037
1000,12.112213
64,12.212030
1000,12.212206
64,12.312017
1000,12.312224
64,12.562031
1000,12.562231
64,12.812045
1000,12.812221
64,12.912029
1000,12.912205
64,13.162037
1000,13.162213
64,13.212014
1000,13.212221
64,13.262045
1000,13.262197
64,13.512032
1000,13.512208
64,13.562045
1000,13.562221
64,13.812029
1000,13.812205
64,14.012024
1000,14.012200
64,14.112011
1000,14.112218
64,14.162045
1000,14.162197
64,14.262010
1000,14.262210
64,14.512016
1000,14.512216
64,14.662037
1000,14.662213
64,14.862017
1000,14.862224
64,15.112031
1000,15.112231
64,15.212045
1000,15.212197
64,15.362045
1000,15.362221
64,15.612023
1000,15.612224
64,15.812045
1000,15.812197
64,16.012028
1000,16.012228
64,16.262042
1000,16.262218
64,16.512020
1000,16.512224
64,16.762034
1000,16.762234
64,16.862045
1000,16.862197
64,17.012045
1000,17.012221
64,17.212037
1000,17.212213
64,17.462045
1000,17.462197
64,17.712010
1000,17.712210
64,17.962013
1000,17.962213
64,18.212027
1000,18.212203
64,18.362045
1000,18.362197
64,18.512045
1000,18.512197
64,18.762029
1000,18.762205
64,18.962033
1000,18.962209
64,19.012037
1000,19.012213
64,19.062020
1000,19.062224
64,19.112024
1000,19.112200
64,19.212011
1000,19.212218
64,19.362010
1000,19.362210
64,19.612016
1000,19.612216
64,19.712039
1000,19.712215
64,19.862030
1000,19.862206
64,20.112010
1000,20.112215
64,20.312045
1000,20.312197
64,20.562029
1000,20.562205
64,20.612036
1000,20.612212
64,20.712023
1000,20.712224
64,20.812037
1000,20.812213
64,21.012010
1000,21.012212
64,21.062045
1000,21.062197
64,21.262019
1000,21.262219
64,21.312029
1000,21.312205
64,21.562037
1000,21.562213
64,21.762011
1000,21.762218
64,21.912010
1000,21.912210
64,22.062029
1000,22.062205
64,22.162016
1000,22.162216
64,22.262039
1000,22.262215
64,22.362026
1000,22.362226
64,22.412030
1000,22.412206
64,22.662010
1000,22.662215
64,22.862045
1000,22.862197
64,23.112029
1000,23.112205
64,23.362037
1000,23.362213
64,23.612045
1000,23.612197
64,23.662028
1000,23.662228
64,23.862029
1000,23.862205
64,24.112037
1000,24.112213
64,24.362045
1000,24.362197
64,24.412034
1000,24.412234
64,24.612029
1000,24.612205
64,24.712016
1000,24.712216
64,24.962030
1000,24.962206
64,25.162037
1000,25.162213
64,25.362010
1000,25.362210
64,25.462022
1000,25.462222
64,25.512029
1000,25.512205
64,25.612013
1000,25.612213
64,25.712036
1000,25.712212
64,25.862027
1000,25.862203
64,25.912037
1000,25.912213
64,26.162045
1000,26.162197
64,26.412029
1000,26.412205
64,26.462042
1000,26.462218
64,26.662037
1000,26.662213
64,26.712020
1000,26.712224
64,26.962034
1000,26.962234
64,27.012010
1000,27.012210
64,27.262016
1000,27.262216
64,27.362039
1000,27.362215
64,27.562037
1000,27.562213
64,27.662045
1000,27.662197
64,27.812045
1000,27.812197
64,27.912010
1000,27.912210
64,28.112045
1000,28.112221
64,28.362023
1000,28.362224
64,28.612037
1000,28.612237
64,28.812032
1000,28.812208
64,29.012042
1000,29.012218
64,29.212037
1000,29.212213
64,29.412011
1000,29.412218
64,29.462045
1000,29.462197
64,29.612045
1000,29.612197
64,29.762045
1000,29.762221
64,29.962037
1000,29.962213
64,30.212045
1000,30.212197
64,30.262037
1000,30.262213
64,30.462010
1000,30.462210
64,30.562022
1000,30.562222
64,30.612029
1000,30.612205
64,30.712013
1000,30.712213
64,30.912023
1000,30.912224
64,30.962027
1000,30.962203
64,31.012037
1000,31.012213
64,31.062014
1000,31.062221
64,31.112045
1000,31.112197
64,31.212010
1000,31.212212
64,31.362032
1000,31.362208
64,31.612037
1000,31.612213
64,31.662029
1000,31.662205
64,31.812020
1000,31.812224
64,32.012045
1000,32.012197
64,32.212025
1000,32.212225
64,32.262029
1000,32.262205
64,32.512037
1000,32.512213
64,32.662037
1000,32.662213
64,32.912045
1000,32.912197
64,33.012010
1000,33.012210
64,33.262013
1000,33.262213
64,33.462023
1000,33.462224
64,33.612014
1000,33.612221
64,33.712037
1000,33.712237
64,33.912032
1000,33.912208
64,34.062029
1000,34.062205
64,34.162037
1000,34.162213
64,34.312037
1000,34.312213
64,34.362020
1000,34.362224
64,34.462037
1000,34.462213
64,34.712045
1000,34.712197
64,34.812029
1000,34.812205
64,35.012039
1000,35.012215
64,35.262017
1000,35.262224
64,35.362037
1000,35.362213
64,35.412010
1000,35.412215
64,35.612045
1000,35.612197
64,35.862029
1000,35.862205
64,36.012023
1000,36.012224
64,36.212045
1000,36.212197
64,36.462032
1000,36.462208
64,36.612029
1000,36.612205
64,36.862037
1000,36.862213
64,37.112045
1000,37.112197
64,37.312025
1000,37.312225
64,37.562039
1000,37.562215
64,37.612037
1000,37.612213
64,37.762037
1000,37.762213
64,37.962010
1000,37.962215
64,38.012045
1000,38.012197
64,38.162045
1000,38.162197
64,38.412029
1000,38.412205
64,38.462036
1000,38.462212
64,38.712014
1000,38.712221
64,38.862010
1000,38.862212
64,39.112019
1000,39.112219
64,39.212042
1000,39.212218
64,39.312029
1000,39.312205
64,39.512024
1000,39.512200
64,39.762010
1000,39.762210
64,39.812045
1000,39.812197
64,39.912029
1000,39.912205
64,39.962045
1000,39.962221
64,40.162037
1000,40.162213
64,40.212026
1000,40.212226
64,40.312037
1000,40.312213
64,40.512010
1000,40.512215
64,40.612031
1000,40.612231
64,40.762022
1000,40.762222
64,40.962029
1000,40.962205
64,41.162027
1000,41.162203
64,41.212037
1000,41.212213
64,41.262014
1000,41.262221
64,41.412010
1000,41.412212
64,41.562032
1000,41.562208
64,41.662019
1000,41.662219
64,41.912033
1000,41.912209
64,42.062024
1000,42.062200
64,42.212045
1000,42.212197
64,42.412025
1000,42.412225
64,42.562016
1000,42.562216
64,42.612029
1000,42.612205
64,42.662039
1000,42.662215
64,42.812030
1000,42.812206
64,43.062010
1000,43.062215
64,43.212010
1000,43.212210
64,43.312022
1000,43.312222
64,43.512029
1000,43.512205
64,43.612037
1000,43.612213
64,43.712027
1000,43.712203
64,43.962010
1000,43.962212
64,44.012045
1000,44.012197
64,44.062028
1000,44.062228
64,44.112032
1000,44.112208
64,44.362037
1000,44.362213
64,44.512037
1000,44.512213
64,44.712011
1000,44.712218
64,44.962025
1000,44.962225
