p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,1000,300,100,24.0,16.17,26.82,17.64
64,1000,300,100,24.0,16.14,26.82,17.64
64,1000,300,100,24.0,15.93,26.82,17.64
64,1000,300,100,24.0,15.8,26.82,17.64
64,1000,300,100,24.0,15.42,26.82,17.64
64,1000,300,100,24.0,15.892,26.82,17.64
