p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,1000,200,100,16.0,11.34,16.36,11.29
64,1000,200,100,16.0,11.47,16.36,11.29
64,1000,200,100,16.0,11.53,16.36,11.29
64,1000,200,100,16.0,11.28,16.36,11.29
64,1000,200,100,16.0,11.48,16.36,11.29
64,1000,200,100,16.0,11.420000000000002,16.36,11.29
