64,2.015021
800,2.015149
64,2.065035
800,2.065163
64,2.135023
800,2.135167
64,2.195010
800,2.195154
64,2.255025
800,2.255153
64,2.345021
800,2.345165
64,2.435031
800,2.435159
64,2.525023
800,2.525151
64,2.575039
800,2.575167
64,2.625025
800,2.625153
64,2.685037
800,2.685165
64,2.765033
800,2.765177
64,2.865029
800,2.865157
64,2.935015
800,2.935159
64,3.015033
800,3.015161
64,3.105029
800,3.105157
64,3.205011
800,3.205156
64,3.285035
800,3.285147
64,3.365023
800,3.365167
64,3.435029
800,3.435157
64,3.505033
800,3.505177
64,3.575023
800,3.575151
64,3.645027
800,3.645155
64,3.715029
800,3.715157
64,3.795019
800,3.795163
64,3.845021
800,3.845165
64,3.935027
800,3.935171
64,4.035022
800,4.035150
64,4.135025
800,4.135153
64,4.205029
800,4.205173
64,4.295037
800,4.295165
64,4.395031
800,4.395159
64,4.485010
800,4.485156
64,4.545025
800,4.545153
64,4.605041
800,4.605153
64,4.665029
800,4.665157
64,4.715029
800,4.715157
64,4.785033
800,4.785177
64,4.845035
800,4.845163
64,4.905017
800,4.905161
64,4.995029
800,4.995173
64,5.045024
800,5.045152
64,5.145029
800,5.145157
64,5.215031
800,5.215175
64,5.285035
800,5.285179
64,5.385029
800,5.385173
64,5.435010
800,5.435154
64,5.515017
800,5.515145
64,5.565033
800,5.565161
64,5.635035
800,5.635179
64,5.715045
800,5.715173
64,5.785029
800,5.785141
64,5.865025
800,5.865153
64,5.965035
800,5.965179
64,6.035037
800,6.035149
64,6.135019
800,6.135163
64,6.235015
800,6.235159
64,6.335027
800,6.335171
64,6.395027
800,6.395171
64,6.485021
800,6.485165
64,6.575035
800,6.575163
64,6.675029
800,6.675157
64,6.755019
800,6.755163
64,6.825025
800,6.825169
64,6.895027
800,6.895155
64,6.955031
800,6.955159
64,7.015033
800,7.015161
64,7.095041
800,7.095169
64,7.185017
800,7.185161
64,7.245033
800,7.245161
64,7.315037
800,7.315149
64,7.405029
800,7.405173
64,7.465013
800,7.465157
64,7.545025
800,7.545153
64,7.615025
800,7.615169
64,7.705023
800,7.705151
64,7.775025
800,7.775169
64,7.825023
800,7.825151
64,7.875025
800,7.875169
64,7.925037
800,7.925181
64,7.985021
800,7.985165
64,8.045019
800,8.045163
64,8.105025
800,8.105169
64,8.195017
800,8.195161
64,8.275040
800,8.275168
64,8.325023
800,8.325151
64,8.375039
800,8.375167
64,8.435040
800,8.435168
64,8.495022
800,8.495150
64,8.545021
800,8.545149
64,8.625027
800,8.625171
64,8.725031
800,8.725175
64,8.805037
800,8.805165
64,8.855031
800,8.855159
64,8.955029
800,8.955173
64,9.055023
800,9.055167
64,9.125029
800,9.125157
64,9.185029
800,9.185141
64,9.235031
800,9.235159
64,9.335021
800,9.335149
64,9.405031
800,9.405159
64,9.495023
800,9.495151
64,9.575031
800,9.575175
64,9.665024
800,9.665152
64,9.715035
800,9.715163
64,9.775035
800,9.775147
64,9.865033
800,9.865145
64,9.935017
800,9.935145
64,10.005029
800,10.005173
64,10.105023
