p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,1400,200,100,16.0,110.66,16.36,11.29
64,1400,200,100,16.0,109.47,16.36,11.29
64,1400,200,100,16.0,108.78,16.36,11.29
64,1400,200,100,16.0,109.25,16.36,11.29
64,1400,200,100,16.0,110.06,16.36,11.29
