p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,800,300,100,24.48,57.89,26.82,17.64
64,800,300,100,24.26,57.76,26.82,17.64
64,800,300,100,24.08,55.66,26.82,17.64
64,800,300,100,24.31,56.9,26.82,17.64
64,800,300,100,24.17,55.50,26.82,17.64
