,Gap,Cluster
0,120.0,1
1,120.0,1
2,120.0,1
3,120.0,1
4,120.0,1
5,120.0,1
6,120.0,1
7,120.0,1
8,120.0,1
9,120.0,1
10,120.0,1
11,120.0,1
12,120.0,1
13,120.0,1
14,120.0,1
15,120.0,1
16,120.0,1
17,120.0,1
18,120.0,1
19,120.0,1
20,120.0,1
21,120.0,1
22,120.0,1
23,120.0,1
24,120.0,1
25,120.0,1
26,120.0,1
27,120.0,1
28,120.0,1
29,120.0,1
30,120.0,1
31,120.0,1
32,120.0,1
33,120.0,1
34,120.0,1
35,120.0,1
36,120.0,1
37,120.0,1
38,120.0,1
39,120.0,1
40,120.0,1
41,120.0,1
42,120.0,1
43,120.0,1
44,120.0,1
45,120.0,1
46,120.0,1
47,120.0,1
48,120.0,1
49,120.0,1
50,120.0,1
51,120.0,1
52,120.0,1
53,120.0,1
54,120.0,1
55,120.0,1
56,120.0,1
57,120.0,1
58,120.0,1
59,120.0,1
60,120.0,1
61,120.0,1
62,120.0,1
63,120.0,1
64,120.0,1
65,120.0,1
66,120.0,1
67,120.0,1
68,120.0,1
69,120.0,1
70,120.0,1
71,120.0,1
72,120.0,1
73,120.0,1
74,120.0,1
75,120.0,1
76,120.0,1
77,120.0,1
78,120.0,1
79,120.0,1
80,120.0,1
81,120.0,1
82,120.0,1
83,120.0,1
84,120.0,1
85,120.0,1
86,120.0,1
87,120.0,1
88,120.0,1
89,120.0,1
90,120.0,1
91,120.0,1
92,120.0,1
93,120.0,1
94,120.0,1
95,120.0,1
96,120.0,1
97,120.0,1
98,120.0,1
99,120.0,1
100,120.0,1
101,120.0,1
102,120.0,1
103,120.0,1
104,120.0,1
105,120.0,1
106,120.0,1
107,120.0,1
108,120.0,1
109,120.0,1
110,120.0,1
111,120.0,1
112,120.0,1
113,95.99999999999999,0
114,95.99999999999999,0
115,95.99999999999999,0
116,95.99999999999999,0
117,95.99999999999999,0
118,95.99999999999999,0
119,95.99999999999999,0
120,95.99999999999999,0
121,95.99999999999999,0
122,95.99999999999999,0
123,95.99999999999999,0
124,95.99999999999999,0
125,95.99999999999999,0
126,95.99999999999999,0
127,95.99999999999999,0
128,95.99999999999999,0
129,95.99999999999999,0
130,95.99999999999999,0
131,95.99999999999999,0
132,95.99999999999999,0
133,95.99999999999999,0
134,95.99999999999999,0
135,95.99999999999999,0
136,95.99999999999999,0
137,95.99999999999999,0
138,95.99999999999999,0
139,95.99999999999999,0
140,95.99999999999999,0
141,95.99999999999999,0
142,95.99999999999999,0
143,95.99999999999999,0
144,95.99999999999999,0
145,95.99999999999999,0
146,95.99999999999999,0
147,95.99999999999999,0
148,95.99999999999999,0
149,95.99999999999999,0
150,95.99999999999999,0
151,95.99999999999999,0
152,95.99999999999999,0
153,95.99999999999999,0
154,95.99999999999999,0
155,95.99999999999999,0
156,95.99999999999999,0
157,95.99999999999999,0
158,95.99999999999999,0
159,95.99999999999999,0
160,95.99999999999999,0
161,95.99999999999999,0
162,95.99999999999999,0
163,95.99999999999999,0
164,95.99999999999999,0
165,95.99999999999999,0
166,95.99999999999999,0
167,95.99999999999999,0
168,95.99999999999999,0
169,95.99999999999999,0
170,95.99999999999999,0
171,95.99999999999999,0
172,95.99999999999999,0
173,95.99999999999999,0
174,95.99999999999999,0
175,95.99999999999999,0
176,95.99999999999999,0
177,95.99999999999999,0
178,95.99999999999999,0
179,95.99999999999999,0
180,95.99999999999999,0
181,95.99999999999999,0
182,95.99999999999999,0
183,95.99999999999999,0
184,95.99999999999999,0
185,95.99999999999999,0
186,95.99999999999999,0
187,95.99999999999999,0
188,95.99999999999999,0
189,95.99999999999999,0
190,95.99999999999999,0
191,95.99999999999999,0
192,95.99999999999999,0
193,95.99999999999999,0
194,95.99999999999999,0
195,95.99999999999999,0
196,95.99999999999999,0
197,95.99999999999999,0
198,95.99999999999999,0
199,95.99999999999999,0
200,95.99999999999999,0
201,95.99999999999999,0
202,95.99999999999999,0
203,95.99999999999999,0
204,95.99999999999999,0
205,95.99999999999999,0
206,95.99999999999999,0
207,95.99999999999999,0
208,95.99999999999999,0
209,95.99999999999999,0
210,95.99999999999999,0
211,95.99999999999999,0
212,95.99999999999999,0
213,95.99999999999999,0
214,95.99999999999999,0
215,95.99999999999999,0
216,95.99999999999999,0
217,95.99999999999999,0
218,95.99999999999999,0
219,95.99999999999999,0
220,95.99999999999999,0
221,95.99999999999999,0
222,95.99999999999999,0
223,95.99999999999999,0
224,95.99999999999999,0
225,95.99999999999999,0
226,95.99999999999999,0
227,95.99999999999999,0
228,95.99999999999999,0
229,95.99999999999999,0
230,95.99999999999999,0
231,95.99999999999999,0
232,95.99999999999999,0
233,95.99999999999999,0
234,95.99999999999999,0
235,95.99999999999999,0
236,95.99999999999999,0
237,95.99999999999999,0
238,95.99999999999999,0
239,95.99999999999999,0
240,95.99999999999999,0
241,95.99999999999999,0
242,95.99999999999999,0
243,95.99999999999999,0
244,95.99999999999999,0
245,95.99999999999999,0
246,95.99999999999999,0
247,95.99999999999999,0
248,95.99999999999999,0
249,95.99999999999999,0
250,95.99999999999999,0
251,95.99999999999999,0
252,95.99999999999999,0
253,95.99999999999999,0
254,95.99999999999999,0
255,95.99999999999999,0
256,95.99999999999999,0
257,95.99999999999999,0
258,95.99999999999999,0
259,95.99999999999999,0
260,95.99999999999999,0
261,95.99999999999999,0
262,95.99999999999999,0
263,95.99999999999999,0
264,95.99999999999999,0
265,95.99999999999999,0
266,95.99999999999999,0
267,95.99999999999999,0
268,95.99999999999999,0
