p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,1000,300,100,24.0,24.06,26.82,17.61
64,1000,300,100,24.0,24.07,26.82,17.61
64,1000,300,100,24.0,24.07,26.82,17.61
64,1000,300,100,24.0,24.07,26.82,17.61
64,1000,300,100,24.0,24.06,26.82,17.61
