p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,800,100,100,11.45,10.51,32.0,0.0
64,800,100,100,13.96,11.89,32.0,0.0
64,800,100,100,11.29,10.17,32.0,0.0
64,800,100,100,13.69,11.49,32.0,0.0
64,800,100,100,13.61,11.36,32.0,0.0
