p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64.0,1400.0,200.0,100.0,16.0,16.04,16.36,11.28
64.0,1400.0,200.0,100.0,16.0,16.04,16.36,11.28
64.0,1400.0,200.0,100.0,16.0,16.04,16.36,11.28
64.0,1400.0,200.0,100.0,16.0,16.04,16.36,11.28
64.0,1400.0,200.0,100.0,16.0,16.04,16.36,11.28
,,,,16.0,15999.87,,
