p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,800,200,100,16.0,16.03,16.36,11.28
64,800,200,100,16.0,16.04,16.36,11.28
64,800,200,100,16.0,16.03,16.36,11.28
64,800,200,100,16.0,16.04,16.36,11.28
64,800,200,100,16.0,16.03,16.36,11.28
