p_h,p_t,p_c,L_cap,M_d,M_v,R_d,R_v
64,1400,100,100,9.41,106.91,8.96,5.75
64,1400,100,100,9.25,107.72,8.96,5.75
64,1400,100,100,9.73,106.55,8.96,5.75
64,1400,100,100,9.83,106.1,8.96,5.75
64,1400,100,100,9.63,107.02,8.96,5.75
